"","id","Image","Hurricane","LineStrg","On Line","Lines","value","DamageC","OnLine"
"1046",8263,"I30","H1","A","On","2","A",1,0
"1047",8372,"I30","H1","A","On","2","A",1,0
"1048",6767,"I30","H1","A","On","2","A",1,0
"1049",8519,"I30","H1","A","On","2","A",1,0
"1050",8281,"I30","H1","A","On","2","A",1,0
"1051",5971,"I30","H1","A","On","2","A",1,0
"1052",8554,"I30","H1","A","On","2","A",1,0
"1053",8536,"I30","H1","A","On","2","A",1,0
"1054",8108,"I30","H1","A","On","2","A",1,0
"1055",5766,"I30","H1","A","On","2","A",1,0
"1056",8556,"I30","H1","A","On","2","A",1,0
"1057",8103,"I30","H1","A","On","2","A",1,0
"1058",6402,"I30","H1","A","On","2","A",1,0
"1059",8312,"I30","H1","A","On","2","A",1,0
"1060",7699,"I30","H1","A","On","2","A",1,0
"1061",8577,"I30","H1","A","On","2","Equal damage",0,0
"1062",6035,"I30","H1","A","On","2","Equal damage",0,0
"1063",8404,"I30","H1","A","On","2","A",1,0
"1064",8290,"I30","H1","A","On","2","A",1,0
"1065",8470,"I30","H1","A","On","2","A",1,0
"1066",6781,"I30","H1","A","On","2","A",1,0
"1067",8446,"I30","H1","A","On","2","A",1,0
"1068",8659,"I30","H1","A","On","2","A",1,0
"1069",8361,"I30","H1","A","On","2","A",1,0
"1070",8654,"I30","H1","A","On","2","A",1,0
"1071",8350,"I30","H1","A","On","2","A",1,0
"1072",8393,"I30","H1","A","On","2","A",1,0
"1073",7548,"I30","H1","A","On","2","A",1,0
"1074",5927,"I30","H1","A","On","2","A",1,0
"1075",8389,"I30","H1","A","On","2","A",1,0
"1076",8328,"I30","H1","A","On","2","A",1,0
"1077",8216,"I30","H1","A","On","2","A",1,0
"1078",8552,"I30","H1","A","On","2","A",1,0
"1079",6942,"I30","H1","A","On","2","A",1,0
"1080",NA,"I30","H1","A","On","2","",0,0
"1081",8329,"I31","H1","A","On","2","Equal damage",0,0
"1082",8263,"I31","H1","A","On","2","A",1,0
"1083",8372,"I31","H1","A","On","2","A",1,0
"1084",6767,"I31","H1","A","On","2","A",1,0
"1085",8519,"I31","H1","A","On","2","A",1,0
"1086",8281,"I31","H1","A","On","2","A",1,0
"1087",5971,"I31","H1","A","On","2","A",1,0
"1088",8554,"I31","H1","A","On","2","A",1,0
"1089",8536,"I31","H1","A","On","2","A",1,0
"1090",8108,"I31","H1","A","On","2","Equal damage",0,0
"1091",5766,"I31","H1","A","On","2","A",1,0
"1092",8556,"I31","H1","A","On","2","A",1,0
"1093",8103,"I31","H1","A","On","2","A",1,0
"1094",6402,"I31","H1","A","On","2","A",1,0
"1095",8312,"I31","H1","A","On","2","A",1,0
"1096",7699,"I31","H1","A","On","2","A",1,0
"1097",8577,"I31","H1","A","On","2","A",1,0
"1098",6035,"I31","H1","A","On","2","Equal damage",0,0
"1099",8404,"I31","H1","A","On","2","A",1,0
"1100",8290,"I31","H1","A","On","2","A",1,0
"1101",8470,"I31","H1","A","On","2","A",1,0
"1102",6781,"I31","H1","A","On","2","A",1,0
"1103",8446,"I31","H1","A","On","2","A",1,0
"1104",8659,"I31","H1","A","On","2","A",1,0
"1105",8361,"I31","H1","A","On","2","A",1,0
"1106",8654,"I31","H1","A","On","2","Equal damage",0,0
"1107",8350,"I31","H1","A","On","2","A",1,0
"1108",8393,"I31","H1","A","On","2","A",1,0
"1109",7548,"I31","H1","A","On","2","Equal damage",0,0
"1110",5927,"I31","H1","A","On","2","A",1,0
"1111",8389,"I31","H1","A","On","2","Equal damage",0,0
"1112",8328,"I31","H1","A","On","2","A",1,0
"1113",8216,"I31","H1","A","On","2","A",1,0
"1114",8552,"I31","H1","A","On","2","A",1,0
"1115",6942,"I31","H1","A","On","2","A",1,0
"1116",NA,"I31","H1","A","On","2","",0,0
"1117",8329,"I32","H1","B","On","2","B",1,0
"1118",8263,"I32","H1","B","On","2","B",1,0
"1119",8372,"I32","H1","B","On","2","B",1,0
"1120",6767,"I32","H1","B","On","2","B",1,0
"1121",8519,"I32","H1","B","On","2","B",1,0
"1122",8281,"I32","H1","B","On","2","B",1,0
"1123",5971,"I32","H1","B","On","2","B",1,0
"1124",8554,"I32","H1","B","On","2","B",1,0
"1125",8536,"I32","H1","B","On","2","B",1,0
"1126",8108,"I32","H1","B","On","2","B",1,0
"1127",5766,"I32","H1","B","On","2","B",1,0
"1128",8556,"I32","H1","B","On","2","B",1,0
"1129",8103,"I32","H1","B","On","2","B",1,0
"1130",6402,"I32","H1","B","On","2","B",1,0
"1131",8312,"I32","H1","B","On","2","B",1,0
"1132",7699,"I32","H1","B","On","2","B",1,0
"1133",8577,"I32","H1","B","On","2","B",1,0
"1134",6035,"I32","H1","B","On","2","B",1,0
"1135",8404,"I32","H1","B","On","2","B",1,0
"1136",8290,"I32","H1","B","On","2","B",1,0
"1137",8470,"I32","H1","B","On","2","B",1,0
"1138",6781,"I32","H1","B","On","2","B",1,0
"1139",8446,"I32","H1","B","On","2","B",1,0
"1140",8659,"I32","H1","B","On","2","B",1,0
"1141",8361,"I32","H1","B","On","2","B",1,0
"1142",8654,"I32","H1","B","On","2","B",1,0
"1143",8350,"I32","H1","B","On","2","B",1,0
"1144",8393,"I32","H1","B","On","2","B",1,0
"1145",7548,"I32","H1","B","On","2","B",1,0
"1146",5927,"I32","H1","B","On","2","B",1,0
"1147",8389,"I32","H1","B","On","2","B",1,0
"1148",8328,"I32","H1","B","On","2","B",1,0
"1149",8216,"I32","H1","B","On","2","B",1,0
"1150",8552,"I32","H1","B","On","2","B",1,0
"1151",6942,"I32","H1","B","On","2","B",1,0
"1152",NA,"I32","H1","B","On","2","",0,0
